identifier,leakage_group
8VZL_A,L00645
8W1P_A,L00205
8W2Q_A,L01560
8W2Q_C,L01560
8W34_A,L00634
8W8D_d,L01561
8WA0_C,L00004
8WA1_B,L00004
8WAK_p,L00811
8WD8_A,L01499
8WFD_E,L01562
8WG5_C,L00005
8WIK_A,L01563
8WK3_o,L01564
8WOH_B,L01565
8WPE_A,L00923
8WPK_B,L01566
8WR4_B,L01567
8WRU_A,L01568
8WS5_A,L01569
8WT9_A,L01570
8WUS_E,L01571
8WUV_A,L00913
8WW7_E,L01488
8X15_S,L00322
8X15_T,L00322
8X5V_A,L01159
8X6G_C,L00004
8X6G_D,L00004
8X6G_H,L00004
8X7I_A,L00005
8X7I_C,L00005
8X7J_C,L00005
8X7K_C,L00005
8X7K_F,L00005
8X7K_G,L00005
8XA7_H,L01572
8XAK_A,L01041
8XAW_B,L01573
8XHV_A,L01574
8XIH_B,L01368
8XJ8_A,L01431
8XJV_Ab,L00005
8XJV_Aq,L00005
8XJV_L,L00005
8XJV_w,L00005
8XK9_D,L00072
8XMC_B,L00811
8XMC_E,L00811
8XPM_W1,L01575
8XRF_B,L00327
8XWC_A,L00091
8XX4_A,L00811
8XX4_B,L00811
8XX4_D,L00811
8XX5_G,L01576
8Y0A_A,L00973
8Y0B_A,L00973
8Y3Z_A,L00133
8Y80_E,L01498
8Y9M_A,L01577
8YEY_A,L01578
8YI8_C,L01579
8YIX_g,L01580
8YJZ_D,L00242
8YJZ_H,L00242
8YKF_E,L01581
8YLG_A,L00311
8YLI_B,L00311
8YMZ_E,L00013
8YON_C,L01582
8YQZ_B,L00811
8YV7_A,L01583
8YV8_K,L01584
8YWH_A,L00979
8YXW_A,L01578
8YZT_C,L01585
8Z0K_A,L00205
8Z0K_E,L00205
8Z2N_CA00,L00329
8Z2O_A,L01586
8Z79_A,L01586
8Z92_B,L01485
8Z96_B,L01462
8ZBF_A,L01542
8ZDA_A,L00979
8ZIC_A,L01587
8ZIT_M,L01573
8ZL2_A,L01588
8ZNJ_A,L01589
8ZNJ_B,L01589
8ZP9_H,L00928
8ZPO_A,L01590
8ZQC_A,L01591
8ZQH_A,L01568
8ZW9_C,L01592
9ANT_A,L00023
9AR6_A,L01159
9B2S_E,L00005
9B2T_K,L01593
9B7Y_A,L01594
9B8R_E,L00898
9B8T_B,L00645
9BC5_F,L01595
9BCU_A,L00811
9BCU_G,L00811
9BDD_A,L00808
9BDW_A,L00016
9BE6_A,L00005
9BE6_C,L00005
9BE6_D,L00005
9BE6_F,L00005
9BF5_C,L01546
9BGJ_A,L00591
9BGK_E,L01546
9BS2_A,L00281
9BS3_A,L00645
9BS4_A,L00645
9BVD_C,L00057
9BYR_B,L01596
9BZ0_E,L00811
9BZ0_f,L00811
9C0I_A,L01597
9C3U_B,L01598
9C4D_C,L01599
9C4K_B,L01600
9C4K_P,L01600
9C5G_B,L01377
9C5Q_A,L01601
9C9W_A,L00007
9C9Y_A,L00007
9CB5_D,L00052
9CB5_H,L00052
9CG4_E,L01602
9CHN_A,L01126
9CJI_A,L00973
9CK2_F,L00010
9CL7_E,L00645
9CMA_A,L00645
9CP2_A,L01367
9CVT_B,L01603
9CYY_0,L01604
9D3K_A,L00005
9D3K_B,L00005
9D3K_C,L00005
9D3K_D,L00005
9D3K_H,L00005
9D3L_C,L00005
9D3L_E,L00005
9D3M_D,L00005
9D3N_A,L00005
9D3N_C,L00005
9D3N_D,L00005
9D3N_G,L00005
9D3O_C,L00005
9D3O_D,L00005
9D3P_A,L00005
9D3P_C,L00005
9D3P_D,L00005
9D3Q_B,L00005
9D3Q_C,L00005
9D3Q_D,L00005
9D3Q_E,L00005
9D3R_A,L00005
9D3R_C,L00005
9D3R_D,L00005
9D3S_C,L00005
9D3S_D,L00005
9D3T_B,L00005
9D3T_C,L00005
9D3T_E,L00005
9D3T_H,L00005
9D4S_A,L01605
9D5L_A,L01606
9D6N_B,L00072
9DBH_A,L01607
9DIH_B,L01608
9DLS_C,L00512
9DM9_A,L00144
9DP2_A,L00075
9DP3_A,L00075
9DP4_A,L00075
9DQN_B,L01609
9E2W_Y,L01610
9E5C_1r,L01611
9E5Y_A,L00060
9E6N_A,L01287
9E88_C,L00004
9E88_D,L00004
9E8Z_C,L00323
9E8Z_H,L00323
9E99_B,L01612
9EA3_A,L00060
9EAR_B,L00005
9ECO_A,L00512
9ECP_A,L00005
9ECP_B,L00005
9ECP_C,L00005
9ECP_D,L00005
9EFF_B,L01613
9EFW_A,L00010
9EH1_B,L00811
9EH1_E,L00811
9EH1_U,L00811
9EL5_A,L01614
9EMI_A,L00511
9EOA_A,L00645
9EOA_G,L00645
9ERK_B,L01615
9EWB_A,L00142
9EWC_C,L00142
9EWD_A,L00142
9EWG_A,L00142
9EWZ_C,L01616
9EZ5_A,L01617
9EZ7_A,L01617
9EZD_A,L01617
9EZY_A,L01546
9EZY_B,L01546
9EZZ_A,L01465
9F09_A,L01618
9F0O_B,L00005
9F0O_C,L00005
9F0O_D,L00005
9F0O_E,L00005
9F10_F,L01619
9F38_A,L01617
9F3T_A,L01620
9F5Y_T,L01254
9F5Y_V,L01254
9F5Y_W,L01254
9F6L_A,L00898
9F7D_A,L01621
9F7G_A,L01621
9F7L_O,L01621
9FDK_C,L01622
9FNE_X,L01623
9FNE_Y,L01623
9FOY_A,L00327
9FSO_Z,L01624
9FWY_A,L00806
9FYX_B,L00811
9G19_A,L00806
9G44_A,L01042
9G44_F,L01042
9G7F_C,L01625
9GA4_B,L00675
9GBV_A,L01214
9GBV_B,L01214
9GC3_C,L01626
9GDA_F,L00936
9GDR_C,L00004
9GDS_H,L01627
9GE5_B,L00005
9GE5_G,L00005
9GE5_I,L00005
9GE5_Q,L00005
9GE5_T,L00005
9GEF_A,L00327
9GER_L,L01628
9GEV_B,L00005
9GFM_M,L00005
9GFM_P,L00005
9GFM_Q,L00005
9GFM_S,L00005
9GFM_T,L00005
9GM2_C,L00200
9GM9_C,L01629
9GMA_B,L01341
9GO6_1,L01630
9GPJ_A,L00218
9GS9_A,L00205
9GS9_C,L00205
9GSX_W,L01631
9GUJ_F,L00053
9GUR_4,L00004
9GXH_A,L01632
9GY0_G,L00645
9GY4_F,L01633
9H1H_C,L01077
9H1V_A,L01077
9H1V_B,L01077
9H2H_B,L01634
9H72_L,L00913
9H7Y_B,L01635
9H8W_A,L01636
9HCF_M,L01637
9HGI_A,L01638
9HGJ_A,L01638
9HJO_B,L00810
9HJU_B,L01639
9HP9_A,L00913
9HP9_O,L00913
9HQX_B,L01640
9HQX_d,L01640
9HR5_C,L01641
9HU3_A,L01642
9HXG_A,L01643
9HXI_A,L01643
9I04_A,L00005
9I04_B,L00005
9I16_A,L00812
9I16_D,L00812
9I22_A,L00812
9I2F_A,L01644
9I5I_B,L01645
9IAD_A,L01646
9IBQ_A,L01647
9IGX_B,L00005
9IGX_C,L00005
9IGX_K,L00005
9IGX_L,L00005
9II8_A,L01648
9ILL_A,L01649
9ILZ_A,L01650
9IMH_A,L01651
9IMR_A,L01652
9IMV_A,L01653
9IRF_A,L00205
9IS6_H,L01654
9ISN_C,L00004
9ITJ_X,L01655
9IU2_A,L01656
9IX4_A,L01657
9IXM_B,L01658
9IZQ_A,L01659
9J13_A,L01660
9J1M_0,L01661
9J89_D,L00249
9J8G_A,L00249
9J8M_K,L00352
9JFP_A,L01662
9JH7_A,L01210
9JHL_A,L01210
9JNK_C,L00697
9JO8_A,L00813
9JO8_D,L00813
9JPJ_K,L01663
9JSZ_A,L01485
9JT2_B,L01485
9JXS_D,L01664
9JXS_E,L01664
9JYZ_P,L01665
9JYZ_U,L01665
9JZT_A,L00264
9K11_E,L00811
9K32_A,L01666
9K39_B,L00811
9K3N_B,L00121
9K3U_P,L01667
9K6I_A,L01552
9K9S_A,L00923
9K9S_B,L00923
9K9T_C,L01566
9KCQ_A,L01487
9KDQ_A,L00811
9KGT_A,L00327
9KH2_A,L00013
9KHY_a,L01668
9KHZ_A,L01546
9KI1_A,L01669
9KI1_G,L01669
9KI1_O,L01669
9KI1_a,L01669
9KJ6_A,L00913
9KK2_A,L00323
9KL8_A,L00091
9KLO_A,L01670
9KNU_M,L01671
9KQH_A,L01672
9KY4_D,L00813
9L06_B,L00005
9L0D_B,L01673
9L0X_C,L00004
9L0X_J,L00004
9L12_E,L01577
9L1X_C,L00005
9L55_B,L01674
9L76_A,L01675
9L87_B,L01676
9L8C_B,L00657
9L8D_A,L00657
9L8E_A,L01677
9L8U_A,L01678
9L9S_B,L01679
9LC2_B,L01365
9LCW_B,L01677
9LCX_A,L01680
9LCZ_A,L01680
9LD1_A,L01680
9LDA_A,L01681
9LDF_A,L01681
9LEB_A,L00923
9LIQ_A,L00006
9LJ2_A,L00005
9LJ2_C,L00005
9LJ8_A,L01682
9LJE_A,L01597
9LK0_A,L01683
9LLQ_B,L01684
9LM3_A,L01644
9LMN_B,L01685
9LNJ_A,L01686
9LNP_E,L00096
9LNQ_E,L00096
9LP9_A,L01687
9LTM_A,L01679
9LYV_A,L00023
9M0K_A,L01149
9M74_A,L01393
9M7T_A,L01688
9M7Y_F,L01689
9M98_C,L00004
9M98_D,L00004
9M98_M,L00004
9M9D_D,L00004
9M9D_M,L00004
9MJ5_C,L00511
9MJ5_S,L00511
9MK3_E,L00973
9MKB_0,L01690
9MKB_A0,L01690
9MKB_A6,L01690
9MKB_AB,L01690
9MKB_AC,L01690
9MKX_A,L00973
9MMI_B,L00278
9MOG_UL,L01691
9MOG_WI,L01691
9MOG_YC,L01691
9MOG_iC,L01691
9MOG_k3,L01691
9MOG_m1,L01691
9MOG_o0,L01691
9MRD_A,L01676
9MRX_A,L01692
9MRX_D,L01692
9MSF_A,L01693
9MSG_M,L01694
9MSJ_J,L00004
9MU2_P,L01695
9MU4_a,L00005
9MU4_c,L00005
9MU4_d,L00005
9MU5_a,L00005
9MU5_b,L00005
9MU5_g,L00005
9MU8_A,L00811
9MU8_B,L00811
9MU8_E,L00811
9MVY_D,L01386
9MYE_A,L00511
9N07_A,L00004
9N07_J,L00004
9N3Y_A,L01402
9N3Z_B,L01402
9N3Z_D,L01402
9N3Z_H,L01402
9N6B_A,L00323
9N6C_E,L00323
9N6H_A,L00005
9N6H_B,L00005
9N6H_D,L00005
9N6H_K,L00005
9N6I_A,L00005
9N83_F,L01327
9N9Q_A,L00004
9N9Q_C,L00004
9N9Q_F,L00004
9N9Q_G,L00004
9NE6_A,L00898
9NE9_A,L00898
9NFX_C,L00322
9NKD_A,L00192
9NKE_A,L00192
9NL2_A,L01696
9NL3_A,L01696
9NN2_A,L01697
9NNB_C,L00323
9NNH_A,L00323
9NNH_C,L00323
9NO1_D,L01239
9NTA_BO,L01698
9NUX_A,L01060
9NVU_P,L00006
9NY8_A,L00038
9NYS_A,L00645
9NZ9_A,L00091
9NZC_A,L00202
9NZD_A,L00202
9NZT_A,L01398
9O01_A,L00642
9O02_A,L00642
9O0G_B,L01699
9O0G_C,L01699
9O17_AM,L01268
9O8P_A,L01699
9OAC_Ac,L01143
9OAC_Bc,L01143
9OAC_Ca,L01143
9OAD_Da,L01207
9OAE_Da,L01207
9OAT_A,L00511
9OAU_A,L00511
9OAV_A,L00511
9OAW_A,L00511
9OAX_A,L00511
9OAY_A,L00511
9OKD_N,L01700
9OM4_B,L01485
9OW7_B,L00024
9OYJ_A,L01555
9OYJ_E,L01555
9OYL_C,L00569
9P1D_A,L00205
9P1D_E,L00205
9P4J_E,L01687
9P8T_A,L01701
9P8U_A,L01701
9PCP_B,L00330
9PFQ_D,L00004
9PFQ_Q,L00004
9PFV_C,L00004
9PI4_A,L01596
9PI5_A,L01596
9PRO_z,L01702
9PW1_A,L01703
9PXG_B,L01704
9PYM_A,L01705
9PZ7_A,L00009
9PZH_A,L00009
9Q0H_A,L00009
9Q28_D,L01287
9Q7V_A,L00009
9Q7W_A,L00009
9Q7Z_A,L00009
9Q80_K,L00005
9Q90_2,L01693
9Q93_2,L01693
9QCC_Q,L01485
9QCC_V,L01485
9QHS_A,L01706
9QKY_A,L01365
9QLH_A,L01707
9QN8_G,L01287
9QTQ_J,L01708
9QUJ_A,L00072
9QV5_A,L01047
9QV6_A,L01047
9QXR_E,L01709
9QXU_E,L01709
9R35_B,L01710
9R96_B,L01711
9RAH_A,L01712
9RD0_B,L01713
9RD5_H,L01714
9RJS_A,L01371
9RJS_C,L01371
9RL6_A,L01715
9RLT_4,L01716
9RLT_5,L01716
9RQS_A,L00075
9RTD_B,L00524
9RTJ_B,L01135
9RVU_HS,L01717
9RY7_A,L01718
9RZE_Y,L01719
9S19_B,L01720
9S28_A,L00634
9S4Q_Mt,L01721
9S4Q_Nn,L01721
9S5N_Ns,L01722
9S5U_A,L01723
9S5U_D,L01723
9S5U_F,L01723
9S99_B,L01724
9S9B_A,L01725
9SIT_A,L01726
9SW0_B,L01287
9SW0_D,L01287
9T4V_K,L01727
9T56_A,L01570
9T6T_A,L01728
9TAW_X,L00903
9TAX_N,L00331
9TEQ_A,L01712
9TGN_A,L01632
9TGN_B,L01632
9TGW_A,L01632
9TGW_B,L01632
9TOY_B,L00010
9TQ4_A,L01416
9TVU_h,L01729
9TZ9_j,L01730
9U18_F,L00023
9U19_F,L00023
9U4R_BA,L01731
9U4R_CA,L01731
9U6F_H,L01732
9UA2_A,L01549
9UB7_A,L01733
9UB7_B,L01733
9UB7_E,L01733
9UER_A,L01688
9UMC_A,L01734
9UMF_B,L01734
9UP1_B,L01735
9URH_A,L01736
9UX7_A,L01737
9UX7_C,L01737
9UXH_D,L01640
9UXH_F,L01640
9UZO_E,L01738
9UZO_J,L01738
9V2V_G,L00005
9V2V_O,L00005
9V2V_P,L00005
9V2V_R,L00005
9V36_A,L00679
9V7S_A,L01368
9V8A_A,L01368
9VBH_A,L01739
9VBK_A,L01739
9VJ9_B,L00913
9VJA_S,L00913
9VMA_A,L01740
9VNQ_A,L01741
9VRT_N,L00010
9VTP_D,L00205
9VTQ_G,L00205
9VTR_I,L00205
9VWA_A,L01742
9VX7_B,L01743
9W3Z_D,L01744
9W6T_C,L00005
9W6T_D,L00005
9W6T_R,L00005
9W7V_A,L00913
9W7W_A,L01365
9WA7_A,L01365
9WHK_B,L01745
9WMF_A,L01368
9WNO_A,L01746
9WNO_B,L01746
9WS0_A,L00052
9WS0_B,L00052
9WSM_C,L00004
9WSM_D,L00004
9WSM_F,L00004
9X1M_A,L01747
9X25_B,L00777
9X25_C,L00777
9X25_E,L00777
9X3R_A,L01748
9X94_B,L01749
9XGK_E,L00811
9XVF_A,L01365
9XVO_B,L01365
9XY1_A,L00009
9XY2_A,L00009
9XY5_A,L00009
9XY6_A,L00009
9XY8_A,L00009
9XY9_A,L00009
9XYA_A,L00009
9Y1E_A,L00142
9Y3D_O,L01750
9Y43_B,L01751
9Y66_C,L01752
9YD1_A,L00072
9YD2_A,L00072
9YHW_A,L00645
9YHY_A,L00645
9YK1_A,L00312
9YSI_A,L00072
9YYH_A,L01480
9YZL_D,L00023
9Z6Z_A,L01753
9ZBT_A,L00357
9ZBT_H,L00357
9ZBU_H,L00357
9ZBU_T,L00357
9ZEN_C,L00005
9ZEN_D,L00005
9ZGF_C,L01638
9ZNF_AK,L01754
9ZP3_J,L00004
9ZQA_P,L01121
9ZUM_C,L00053
9ZZR_C,L01287
9ZZR_D,L01287
9ZZR_F,L01287
9ZZR_K,L01287
9ZZR_R,L01287
