base_identifier,label,split,tier,sequence_cluster_id
6PPU_B,1,val,core,rcsb-mmseqs2-30:29566_30
6PR5_A,1,train,core,rcsb-mmseqs2-30:33267_30
6PT8_A,0,val,core,rcsb-mmseqs2-30:4614_30
6Q5U_R,0,test,core,rcsb-mmseqs2-30:34422_30
6Q6N_A,0,train,core,rcsb-mmseqs2-30:2497_30
6QEC_A,1,train,core,rcsb-mmseqs2-30:34493_30
6QEM_G,1,test,core,rcsb-mmseqs2-30:13385_30
6QFD_B,1,train,core,rcsb-mmseqs2-30:24327_30
6QJT_A,0,test,core,rcsb-mmseqs2-30:29330_30
6QL9_G,0,train,core,rcsb-mmseqs2-30:3530_30
6QP3_A,0,test,core,rcsb-mmseqs2-30:7480_30
6R2Q_B,0,test,core,rcsb-mmseqs2-30:76166_30
6R64_A,1,train,core,rcsb-mmseqs2-30:43136_30
6RAS_I,1,train,core,rcsb-mmseqs2-30:44085_30
6RID_S,1,train,core,rcsb-mmseqs2-30:11493_30
6RIE_O,1,train,core,rcsb-mmseqs2-30:16545_30
6RJ9_A,1,train,core,rcsb-mmseqs2-30:39676_30
6RO0_C,0,train,core,rcsb-mmseqs2-30:10389_30
6RQL_R,1,train,core,rcsb-mmseqs2-30:11279_30
6RRD_Q,1,validation_reserve,core,rcsb-mmseqs2-30:11229_30
6RWE_M,1,val,challenge,rcsb-mmseqs2-30:4575_30
6RWL_A,1,val,core,rcsb-mmseqs2-30:41_30
6RYZ_A,0,train,core,rcsb-mmseqs2-30:6832_30
6S16_B,1,train,core,rcsb-mmseqs2-30:1147_30
6S48_A,1,val,core,rcsb-mmseqs2-30:42474_30
6SA0_A,1,val,core,rcsb-mmseqs2-30:27334_30
6SD0_A,0,test,core,rcsb-mmseqs2-30:1036_30
6SER_A,0,test,core,rcsb-mmseqs2-30:15589_30
6T0B_J,0,train,challenge,rcsb-mmseqs2-30:12031_30
6T5X_A,0,train,core,rcsb-mmseqs2-30:622_30
6TED_U,1,val,core,rcsb-mmseqs2-30:3753_30
6TWK_A,0,test,core,rcsb-mmseqs2-30:32728_30
6U08_B,0,val,core,rcsb-mmseqs2-30:80216_30
6UEP_B,1,val,core,rcsb-mmseqs2-30:3075_30
6UG1_A,1,val,core,rcsb-mmseqs2-30:16901_30
6UH5_L,1,val,core,rcsb-mmseqs2-30:23755_30
6UH5_M,1,val,core,rcsb-mmseqs2-30:16913_30
6UH5_N,1,val,core,rcsb-mmseqs2-30:12176_30
6UKE_X,1,test,core,rcsb-mmseqs2-30:42505_30
6UT6_G,0,train,core,rcsb-mmseqs2-30:23816_30
6V7B_A,1,train,core,rcsb-mmseqs2-30:185664_30
6V7B_a,1,train,core,rcsb-mmseqs2-30:185657_30
6VDQ_A,0,val,core,rcsb-mmseqs2-30:42752_30
6VE7_H,0,train,challenge,rcsb-mmseqs2-30:48787_30
6VR2_A,0,train,core,rcsb-mmseqs2-30:9775_30
6VU7_A,0,train,core,rcsb-mmseqs2-30:20420_30
6VVX_M,1,train,core,rcsb-mmseqs2-30:2195_30
6VVY_J,1,train,challenge,rcsb-mmseqs2-30:4572_30
6W1F_A,1,test,core,rcsb-mmseqs2-30:16951_30
6W5E_A,0,train,core,rcsb-mmseqs2-30:906_30
6W7A_A,1,test,core,rcsb-mmseqs2-30:552_30
6WB9_1,0,train,core,rcsb-mmseqs2-30:24592_30
6WB9_2,0,train,core,rcsb-mmseqs2-30:22861_30
6WB9_5,0,train,challenge,rcsb-mmseqs2-30:20589_30
6WIG_A,1,train,core,rcsb-mmseqs2-30:30739_30
6WJ7_B,0,train,core,rcsb-mmseqs2-30:5390_30
6WKR_C,1,test,core,rcsb-mmseqs2-30:3181_30
6WMD_A,0,test,core,rcsb-mmseqs2-30:14478_30
6WMR_Z,1,train,core,rcsb-mmseqs2-30:1120_30
6WPA_A,1,train,core,rcsb-mmseqs2-30:19923_30
6WQ0_A,1,train,core,rcsb-mmseqs2-30:65633_30
6WUE_A,0,test,core,rcsb-mmseqs2-30:9138_30
6X67_C,1,validation_reserve,core,rcsb-mmseqs2-30:69481_30
6X9J_A,1,val,core,rcsb-mmseqs2-30:4743_30
6XB8_C,1,train,core,rcsb-mmseqs2-30:6893_30
6XGX_A,1,test,core,rcsb-mmseqs2-30:13056_30
6XL5_G,1,train,core,rcsb-mmseqs2-30:27665_30
6XT9_I,0,test,core,rcsb-mmseqs2-30:15336_30
6Y5E_K,1,validation_reserve,core,rcsb-mmseqs2-30:1145_30
6YCQ_A,1,validation_reserve,core,rcsb-mmseqs2-30:2345_30
6YJB_A,1,train,core,rcsb-mmseqs2-30:54053_30
6YL2_B,1,train,core,rcsb-mmseqs2-30:42825_30
6YPF_A,0,train,core,rcsb-mmseqs2-30:10119_30
6YRA_A,0,train,core,rcsb-mmseqs2-30:17134_30
6YSL_C,0,val,challenge,rcsb-mmseqs2-30:12708_30
6YUG_A,0,val,core,rcsb-mmseqs2-30:86549_30
6Z8D_A,0,val,core,rcsb-mmseqs2-30:40156_30
6ZA3_B,1,train,core,rcsb-mmseqs2-30:35336_30
6ZJ2_B,1,test,core,rcsb-mmseqs2-30:9146_30
6ZNP_A,1,train,core,rcsb-mmseqs2-30:18415_30
7AE5_a,0,test,core,rcsb-mmseqs2-30:41660_30
7AGJ_A,0,train,core,rcsb-mmseqs2-30:13076_30
7AMN_A,1,train,core,rcsb-mmseqs2-30:9215_30
7AMV_K,1,train,core,rcsb-mmseqs2-30:44209_30
7AMV_W,1,train,core,rcsb-mmseqs2-30:261790_30
7ANZ_B,0,train,core,rcsb-mmseqs2-30:37_30
7AOH_Y,1,test,core,rcsb-mmseqs2-30:34902_30
7AW7_D,1,train,challenge,rcsb-mmseqs2-30:53410_30
7B0C_A,1,train,core,rcsb-mmseqs2-30:2915_30
7B0X_D,0,val,core,rcsb-mmseqs2-30:3529_30
7BHQ_A,0,val,challenge,rcsb-mmseqs2-30:20393_30
7BHY_A,1,test,core,rcsb-mmseqs2-30:14398_30
7BIN_F,0,test,core,rcsb-mmseqs2-30:6631_30
7BIN_b,0,test,core,rcsb-mmseqs2-30:7418_30
7BJQ_A,1,train,core,rcsb-mmseqs2-30:19454_30
7BK8_A,0,train,core,rcsb-mmseqs2-30:51928_30
7BR8_S,0,train,core,rcsb-mmseqs2-30:8716_30
7BTX_B,0,train,core,rcsb-mmseqs2-30:22788_30
7BTX_C,0,train,core,rcsb-mmseqs2-30:27043_30
7BUG_A,0,train,core,rcsb-mmseqs2-30:6760_30
7BVV_A,0,train,core,rcsb-mmseqs2-30:17515_30
7BW6_A,0,test,core,rcsb-mmseqs2-30:8899_30
7BZG_A,1,test,core,rcsb-mmseqs2-30:9797_30
7C7L_A,1,test,core,rcsb-mmseqs2-30:46860_30
7C8Z_B,0,train,core,rcsb-mmseqs2-30:51729_30
7CE1_K,1,test,core,rcsb-mmseqs2-30:47070_30
7CQ4_A,1,test,core,rcsb-mmseqs2-30:9442_30
7CSI_A,0,train,core,rcsb-mmseqs2-30:9775_30
7CSY_B,1,train,core,rcsb-mmseqs2-30:19402_30
7CSZ_A,1,train,core,rcsb-mmseqs2-30:21795_30
7CUH_A,1,train,core,rcsb-mmseqs2-30:12747_30
7CVO_A,1,train,core,rcsb-mmseqs2-30:81345_30
7CY8_A,1,val,core,rcsb-mmseqs2-30:34074_30
7CZO_A,0,val,core,rcsb-mmseqs2-30:26269_30
7D8T_A,1,train,core,rcsb-mmseqs2-30:22960_30
7DBW_A,0,train,core,rcsb-mmseqs2-30:21405_30
7DCJ_B,1,train,core,rcsb-mmseqs2-30:8174_30
7DKP_A,0,val,core,rcsb-mmseqs2-30:14914_30
7DN2_a,0,train,core,rcsb-mmseqs2-30:92021_30
7DPE_A,1,train,core,rcsb-mmseqs2-30:17294_30
7DV2_A,1,val,core,rcsb-mmseqs2-30:74334_30
7DVV_B,1,train,core,rcsb-mmseqs2-30:31935_30
7DWR_A,1,test,core,rcsb-mmseqs2-30:58609_30
7EA8_L,1,train,core,rcsb-mmseqs2-30:4951_30
7ECW_I,1,train,core,rcsb-mmseqs2-30:43884_30
7EDB_A,1,val,core,rcsb-mmseqs2-30:78788_30
7EEB_G,0,train,core,rcsb-mmseqs2-30:26338_30
7EEB_H,0,train,core,rcsb-mmseqs2-30:29166_30
7EF9_A,1,train,core,rcsb-mmseqs2-30:15444_30
7EGH_A,1,train,core,rcsb-mmseqs2-30:2944_30
7EGH_B,1,train,core,rcsb-mmseqs2-30:4812_30
7EL3_A,1,test,core,rcsb-mmseqs2-30:17471_30
7ELN_E,1,train,core,rcsb-mmseqs2-30:3239_30
7EOF_B,1,train,core,rcsb-mmseqs2-30:17140_30
7ET4_D,1,test,core,rcsb-mmseqs2-30:10855_30
7F0K_A,0,val,challenge,rcsb-mmseqs2-30:13856_30
7F9F_A,0,val,core,rcsb-mmseqs2-30:33969_30
7FHJ_B,1,validation_reserve,core,rcsb-mmseqs2-30:2978_30
7JGS_A,1,train,core,rcsb-mmseqs2-30:21876_30
7JGS_D,1,train,core,rcsb-mmseqs2-30:6095_30
7JGS_G,1,train,core,rcsb-mmseqs2-30:28879_30
7JK2_C,1,train,core,rcsb-mmseqs2-30:6938_30
7JK3_E,1,train,core,rcsb-mmseqs2-30:6846_30
7JRJ_H,0,train,core,rcsb-mmseqs2-30:54493_30
7JTK_G,0,test,core,rcsb-mmseqs2-30:20649_30
7JTN_A,1,val,core,rcsb-mmseqs2-30:3733_30
7JU3_B,1,train,core,rcsb-mmseqs2-30:4983_30
7JVT_D,1,train,core,rcsb-mmseqs2-30:224613_30
7K30_A,1,train,core,rcsb-mmseqs2-30:39201_30
7K5D_A,1,val,core,rcsb-mmseqs2-30:7188_30
7K6Q_K,1,train,core,rcsb-mmseqs2-30:28758_30
7K9Y_A,1,train,core,rcsb-mmseqs2-30:11630_30
7KII_A,1,train,core,rcsb-mmseqs2-30:31146_30
7KIK_A,1,train,core,rcsb-mmseqs2-30:220471_30
7KIM_Z,1,train,core,rcsb-mmseqs2-30:30371_30
7KQM_A,1,test,core,rcsb-mmseqs2-30:18743_30
7KRA_F,0,train,core,rcsb-mmseqs2-30:23476_30
7KSP_A,1,val,core,rcsb-mmseqs2-30:10017_30
7KZN_G,0,train,core,rcsb-mmseqs2-30:1234_30
7L1K_B,0,train,core,rcsb-mmseqs2-30:73180_30
7L4C_A,1,test,core,rcsb-mmseqs2-30:12051_30
7L4X_B,1,train,core,rcsb-mmseqs2-30:4263_30
7LCE_A,0,val,core,rcsb-mmseqs2-30:22050_30
7LH9_B,1,train,core,rcsb-mmseqs2-30:407_30
7LHV_A,0,test,core,rcsb-mmseqs2-30:43209_30
7LMA_D,1,train,core,rcsb-mmseqs2-30:18396_30
7LMA_H,1,train,challenge,rcsb-mmseqs2-30:21767_30
7LV8_A,1,train,core,rcsb-mmseqs2-30:34262_30
7LV8_B,1,train,core,rcsb-mmseqs2-30:34262_30
7LVV_C,1,train,core,rcsb-mmseqs2-30:22509_30
7LW9_A,1,test_reserve,core,rcsb-mmseqs2-30:22552_30
7M5W_A,1,train,core,rcsb-mmseqs2-30:76549_30
7MG6_A,1,train,core,rcsb-mmseqs2-30:1143_30
7MI4_B,1,test,core,rcsb-mmseqs2-30:9194_30
7MK1_A,1,train,core,rcsb-mmseqs2-30:3702_30
7ML2_7,1,train,core,rcsb-mmseqs2-30:1485_30
7MSN_A,0,val,core,rcsb-mmseqs2-30:44388_30
7MTL_A,1,train,core,rcsb-mmseqs2-30:19809_30
7MXW_Z,1,validation_reserve,core,rcsb-mmseqs2-30:6822_30
7N3Y_A,1,val,core,rcsb-mmseqs2-30:41353_30
7N8S_A,1,train,core,rcsb-mmseqs2-30:3644_30
7NE6_A,1,train,core,rcsb-mmseqs2-30:22025_30
7NKY_O,1,train,core,rcsb-mmseqs2-30:6349_30
7NKY_Q,1,train,core,rcsb-mmseqs2-30:2354_30
7NS3_5,0,train,core,rcsb-mmseqs2-30:52413_30
7NVS_R,1,train,challenge,rcsb-mmseqs2-30:2132_30
7NYW_B,1,test,challenge,rcsb-mmseqs2-30:2156_30
7O0H_A,1,val,core,rcsb-mmseqs2-30:28724_30
7O3H_K,0,train,challenge,rcsb-mmseqs2-30:2388_30
7O4I_R,1,validation_reserve,challenge,rcsb-mmseqs2-30:5764_30
7O4I_W,1,validation_reserve,core,rcsb-mmseqs2-30:7834_30
7O4I_X,1,validation_reserve,core,rcsb-mmseqs2-30:6818_30
7O4Q_C,0,train,core,rcsb-mmseqs2-30:5596_30
7O71_2,0,train,core,rcsb-mmseqs2-30:14709_30
7O71_h,0,train,challenge,rcsb-mmseqs2-30:8367_30
7O72_Q,1,train,core,rcsb-mmseqs2-30:6084_30
7OA5_B,1,train,core,rcsb-mmseqs2-30:435_30
7OB9_M,1,val,challenge,rcsb-mmseqs2-30:17238_30
7OBN_A,1,train,core,rcsb-mmseqs2-30:43151_30
7ODF_A,1,train,core,rcsb-mmseqs2-30:12921_30
7OIY_A,0,train,core,rcsb-mmseqs2-30:95205_30
7OJG_A,0,train,challenge,rcsb-mmseqs2-30:19537_30
7OL9_B,1,train,core,rcsb-mmseqs2-30:5721_30
7OOK_A,0,train,core,rcsb-mmseqs2-30:18468_30
7OUE_A,1,train,core,rcsb-mmseqs2-30:10987_30
7OUF_E,1,train,core,rcsb-mmseqs2-30:11567_30
7OVB_D,0,train,challenge,rcsb-mmseqs2-30:69399_30
7OVB_E,0,train,core,rcsb-mmseqs2-30:54261_30
7P3F_A,1,val,core,rcsb-mmseqs2-30:525_30
7PDS_A,1,train,challenge,rcsb-mmseqs2-30:153135_30
7PIK_A,1,test_reserve,core,rcsb-mmseqs2-30:90599_30
7PRW_A,1,train,core,rcsb-mmseqs2-30:1701_30
7PZB_A,1,test,core,rcsb-mmseqs2-30:62023_30
7Q06_A,0,test,core,rcsb-mmseqs2-30:34292_30
7Q8A_B,1,train,core,rcsb-mmseqs2-30:7729_30
7QAZ_B,1,val,core,rcsb-mmseqs2-30:40016_30
7QD4_A,1,train,core,rcsb-mmseqs2-30:17017_30
7QEN_A,1,test,challenge,rcsb-mmseqs2-30:4708_30
7QF6_A,0,train,core,rcsb-mmseqs2-30:14705_30
7QG9_G,0,test,core,rcsb-mmseqs2-30:35390_30
7QG9_V,0,test,core,rcsb-mmseqs2-30:21925_30
7QH2_A,0,test,core,rcsb-mmseqs2-30:9736_30
7QOF_A,0,train,core,rcsb-mmseqs2-30:47358_30
7QOF_a,0,train,core,rcsb-mmseqs2-30:38982_30
7QOG_A,0,test,core,rcsb-mmseqs2-30:32944_30
7QOJ_D,0,test,core,rcsb-mmseqs2-30:28074_30
7QOL_P,0,train,challenge,rcsb-mmseqs2-30:60233_30
7QQD_B,1,train,core,rcsb-mmseqs2-30:5829_30
7QRU_F,0,val,challenge,rcsb-mmseqs2-30:9642_30
7QV9_a,1,train,core,rcsb-mmseqs2-30:2707_30
7QW5_A,1,validation_reserve,core,rcsb-mmseqs2-30:29439_30
7R5S_L,1,train,core,rcsb-mmseqs2-30:11268_30
7R5S_N,1,train,core,rcsb-mmseqs2-30:7210_30
7R5S_T,1,train,core,rcsb-mmseqs2-30:15785_30
7R5S_W,1,train,core,rcsb-mmseqs2-30:11408_30
7R6R_A,1,train,core,rcsb-mmseqs2-30:101316_30
7R8G_A,1,test,core,rcsb-mmseqs2-30:31550_30
7RGO_A,0,val,core,rcsb-mmseqs2-30:875_30
7RRO_e,0,train,core,rcsb-mmseqs2-30:5154_30
7RT0_A,0,train,core,rcsb-mmseqs2-30:91971_30
7S01_c,1,test,core,rcsb-mmseqs2-30:49741_30
7S68_A,1,train,core,rcsb-mmseqs2-30:1302_30
7S6H_D,1,train,core,rcsb-mmseqs2-30:1302_30
7S78_N,0,val,core,rcsb-mmseqs2-30:6921_30
7S9W_B,1,train,core,rcsb-mmseqs2-30:66954_30
7SBA_I,1,test,core,rcsb-mmseqs2-30:48111_30
7SCZ_K,1,train,core,rcsb-mmseqs2-30:1302_30
7SGL_D,1,val,core,rcsb-mmseqs2-30:11328_30
7SR6_B,1,test_reserve,core,rcsb-mmseqs2-30:2916_30
7ST9_E,1,val,core,rcsb-mmseqs2-30:2031_30
7SVU_X,1,validation_reserve,core,rcsb-mmseqs2-30:23647_30
7TAW_J,1,test,core,rcsb-mmseqs2-30:21123_30
7TFI_A,1,train,core,rcsb-mmseqs2-30:5547_30
7TJJ_I,1,train,core,rcsb-mmseqs2-30:19387_30
7TJK_F,1,train,challenge,rcsb-mmseqs2-30:10958_30
7TRD_A,1,train,core,rcsb-mmseqs2-30:6044_30
7U05_H,0,test,core,rcsb-mmseqs2-30:13709_30
7U05_K,0,test,core,rcsb-mmseqs2-30:3608_30
7U1T_A,1,train,core,rcsb-mmseqs2-30:18238_30
7UB2_E,1,validation_reserve,core,rcsb-mmseqs2-30:69839_30
7UBN_N,1,train,core,rcsb-mmseqs2-30:2089_30
7UBN_Q,1,train,core,rcsb-mmseqs2-30:19811_30
7UFI_1,1,train,core,rcsb-mmseqs2-30:55060_30
7UJL_A,1,train,core,rcsb-mmseqs2-30:30700_30
7UO2_A,0,train,core,rcsb-mmseqs2-30:579_30
7UOO_z,0,train,challenge,rcsb-mmseqs2-30:7237_30
7UV9_K,1,train,core,rcsb-mmseqs2-30:4508_30
7UVZ_S,0,train,core,rcsb-mmseqs2-30:210_30
7UXG_A,0,train,core,rcsb-mmseqs2-30:41266_30
7UY5_I,1,train,core,rcsb-mmseqs2-30:46727_30
7V6W_B,1,train,core,rcsb-mmseqs2-30:50851_30
7V6W_F,1,train,core,rcsb-mmseqs2-30:43771_30
7V9G_D,1,validation_reserve,challenge,rcsb-mmseqs2-30:21163_30
7VG8_A,1,test,core,rcsb-mmseqs2-30:35140_30
7VJM_A,1,test,core,rcsb-mmseqs2-30:45363_30
7VJQ_A,1,validation_reserve,core,rcsb-mmseqs2-30:20232_30
7VKU_A,0,train,core,rcsb-mmseqs2-30:24138_30
7VO0_G,1,train,core,rcsb-mmseqs2-30:4204_30
7VOR_X,0,train,challenge,rcsb-mmseqs2-30:12699_30
7VP2_A,1,train,core,rcsb-mmseqs2-30:34866_30
7VP3_C,1,train,core,rcsb-mmseqs2-30:58052_30
7VS4_A,1,train,core,rcsb-mmseqs2-30:11600_30
7VS4_C,1,train,core,rcsb-mmseqs2-30:91970_30
7VVU_T,1,train,core,rcsb-mmseqs2-30:14511_30
7W1K_A,0,test,core,rcsb-mmseqs2-30:1636_30
7W7U_A,0,train,core,rcsb-mmseqs2-30:1029_30
7WAZ_A,1,train,core,rcsb-mmseqs2-30:28332_30
7WMP_a,0,test,challenge,rcsb-mmseqs2-30:120409_30
7WQ5_A,1,train,core,rcsb-mmseqs2-30:150324_30
7WWV_A,1,train,core,rcsb-mmseqs2-30:19302_30
7WWV_B,1,train,core,rcsb-mmseqs2-30:19303_30
7X3V_U,1,test,core,rcsb-mmseqs2-30:40499_30
7X5E_E,1,test,challenge,rcsb-mmseqs2-30:13605_30
7X5M_B,1,validation_reserve,core,rcsb-mmseqs2-30:32059_30
7XCD_A,0,train,core,rcsb-mmseqs2-30:80810_30
7XCR_L,1,test_reserve,core,rcsb-mmseqs2-30:87_30
7XEY_B,0,test,core,rcsb-mmseqs2-30:15042_30
7XF1_A,1,val,core,rcsb-mmseqs2-30:21721_30
7XFZ_A,1,train,core,rcsb-mmseqs2-30:20851_30
7XJG_J,1,train,core,rcsb-mmseqs2-30:29019_30
7XM0_A,1,test,core,rcsb-mmseqs2-30:44427_30
7XML_C,0,train,core,rcsb-mmseqs2-30:241843_30
7XP3_A,1,val,core,rcsb-mmseqs2-30:51732_30
7XPX_K,1,val,core,rcsb-mmseqs2-30:7611_30
7XQ5_A,1,test,challenge,rcsb-mmseqs2-30:58423_30
7XQ5_B,1,test,challenge,rcsb-mmseqs2-30:46100_30
7XVM_U,1,test,core,rcsb-mmseqs2-30:24996_30
7XYA_G,1,train,core,rcsb-mmseqs2-30:63683_30
7Y18_C,0,test,core,rcsb-mmseqs2-30:46590_30
7Y43_A,1,train,core,rcsb-mmseqs2-30:6187_30
7Y7T_A,1,train,core,rcsb-mmseqs2-30:22706_30
7YDW_C,1,val,core,rcsb-mmseqs2-30:73030_30
7YEO_A,0,train,core,rcsb-mmseqs2-30:16427_30
7YHL_A,0,test,core,rcsb-mmseqs2-30:30942_30
7YHP_A,1,val,core,rcsb-mmseqs2-30:21881_30
7YKR_A,0,train,core,rcsb-mmseqs2-30:8509_30
7YMI_Z,0,test,core,rcsb-mmseqs2-30:734_30
7YOJ_A,1,train,core,rcsb-mmseqs2-30:92974_30
7YPO_A,1,train,core,rcsb-mmseqs2-30:67198_30
7YUL_A,1,train,core,rcsb-mmseqs2-30:37097_30
7YZB_A,1,train,core,rcsb-mmseqs2-30:17505_30
7YZO_A,1,train,core,rcsb-mmseqs2-30:15612_30
7YZO_C,1,train,core,rcsb-mmseqs2-30:22351_30
7Z0O_E,1,test,core,rcsb-mmseqs2-30:66166_30
7Z0S_C,0,train,core,rcsb-mmseqs2-30:30614_30
7Z0S_D,0,train,core,rcsb-mmseqs2-30:24257_30
7Z0S_G,0,train,core,rcsb-mmseqs2-30:21548_30
7Z0U_A,1,train,core,rcsb-mmseqs2-30:10666_30
7Z4W_1,0,train,core,rcsb-mmseqs2-30:49121_30
7Z5A_A,1,validation_reserve,core,rcsb-mmseqs2-30:18998_30
7Z5Z_A,1,train,core,rcsb-mmseqs2-30:16947_30
7ZES_A,1,train,core,rcsb-mmseqs2-30:4738_30
7ZG5_C,1,train,challenge,rcsb-mmseqs2-30:17836_30
7ZHJ_b,0,train,challenge,rcsb-mmseqs2-30:30214_30
7ZIE_B,1,val,core,rcsb-mmseqs2-30:76573_30
7ZQS_B,1,validation_reserve,core,rcsb-mmseqs2-30:5667_30
7ZS9_2,1,train,core,rcsb-mmseqs2-30:5610_30
7ZS9_5,1,train,core,rcsb-mmseqs2-30:4604_30
7ZS9_M,1,train,core,rcsb-mmseqs2-30:4961_30
8A0X_A,1,test,challenge,rcsb-mmseqs2-30:35538_30
8A0X_D,1,test,core,rcsb-mmseqs2-30:27514_30
8A3T_O,0,train,core,rcsb-mmseqs2-30:37296_30
8A3T_Q,0,train,core,rcsb-mmseqs2-30:45058_30
8A5P_G,1,train,challenge,rcsb-mmseqs2-30:10567_30
8A5P_U,1,train,core,rcsb-mmseqs2-30:21351_30
8A5Q_X,1,train,core,rcsb-mmseqs2-30:64438_30
8A8J_A,1,test,core,rcsb-mmseqs2-30:26935_30
8AAN_A,1,train,core,rcsb-mmseqs2-30:3104_30
8AAS_A,1,train,core,rcsb-mmseqs2-30:27757_30
8AAS_B,1,train,core,rcsb-mmseqs2-30:30233_30
8AGE_C,0,test,challenge,rcsb-mmseqs2-30:30648_30
8AGE_E,0,test,core,rcsb-mmseqs2-30:21176_30
8AMU_F,1,train,core,rcsb-mmseqs2-30:30915_30
8AP9_I,0,test,core,rcsb-mmseqs2-30:12751_30
8ATT_A,1,train,core,rcsb-mmseqs2-30:19571_30
8ATT_B,1,train,core,rcsb-mmseqs2-30:14521_30
8B1T_D,1,val,core,rcsb-mmseqs2-30:8135_30
8B3D_c,1,train,challenge,rcsb-mmseqs2-30:10354_30
8B4B_W,1,train,core,rcsb-mmseqs2-30:16774_30
8B4H_C,1,train,core,rcsb-mmseqs2-30:30004_30
8B64_X,0,train,challenge,rcsb-mmseqs2-30:70570_30
8BAR_A,1,train,core,rcsb-mmseqs2-30:54908_30
8BBG_C,0,train,challenge,rcsb-mmseqs2-30:5328_30
8BCP_A,0,train,core,rcsb-mmseqs2-30:41307_30
8BD4_C,1,val,core,rcsb-mmseqs2-30:14505_30
8BEE_V,0,train,core,rcsb-mmseqs2-30:11215_30
8BF9_G,0,train,core,rcsb-mmseqs2-30:9017_30
8BIP_A,0,train,core,rcsb-mmseqs2-30:4156_30
8BIP_B,0,train,core,rcsb-mmseqs2-30:49955_30
8BPX_a,0,test,challenge,rcsb-mmseqs2-30:11735_30
8BTG_B,1,test,core,rcsb-mmseqs2-30:645_30
8C26_A,0,val,core,rcsb-mmseqs2-30:54924_30
8C7U_D,1,val,core,rcsb-mmseqs2-30:1655_30
8C81_E,0,train,core,rcsb-mmseqs2-30:14729_30
8CEZ_A,0,train,core,rcsb-mmseqs2-30:71547_30
8CLI_A,1,test,core,rcsb-mmseqs2-30:22792_30
8CSH_D,1,train,core,rcsb-mmseqs2-30:233001_30
8CWW_P,1,test,core,rcsb-mmseqs2-30:54713_30
8D0B_F,1,test,core,rcsb-mmseqs2-30:2931_30
8D3L_E,1,test,core,rcsb-mmseqs2-30:10101_30
8D9J_D,1,train,core,rcsb-mmseqs2-30:1788_30
8DC2_A,1,train,core,rcsb-mmseqs2-30:33397_30
8DF9_B,1,val,core,rcsb-mmseqs2-30:18021_30
8DFS_M,0,train,core,rcsb-mmseqs2-30:44352_30
8DMB_P,1,test,core,rcsb-mmseqs2-30:139621_30
8DR0_D,1,val,core,rcsb-mmseqs2-30:1430_30
8DTP_A,1,train,core,rcsb-mmseqs2-30:26578_30
8DVF_H,1,train,core,rcsb-mmseqs2-30:41920_30
8DY7_H,1,train,core,rcsb-mmseqs2-30:11264_30
8DY9_B,1,test,core,rcsb-mmseqs2-30:26_30
8E2Q_B,1,train,core,rcsb-mmseqs2-30:8239_30
8E3S_A,0,train,core,rcsb-mmseqs2-30:21003_30
8E5D_A,1,val,core,rcsb-mmseqs2-30:17292_30
8EA4_O,1,val,core,rcsb-mmseqs2-30:15523_30
8EAS_f,0,train,core,rcsb-mmseqs2-30:6896_30
8EB5_A,1,validation_reserve,core,rcsb-mmseqs2-30:19067_30
8EBU_K,1,train,challenge,rcsb-mmseqs2-30:6686_30
8EFV_B,1,train,core,rcsb-mmseqs2-30:152_30
8EO4_F,1,train,core,rcsb-mmseqs2-30:4341_30
8EOS_G,1,train,core,rcsb-mmseqs2-30:12778_30
8EPX_B,1,train,core,rcsb-mmseqs2-30:98891_30
8ER8_A,1,train,core,rcsb-mmseqs2-30:39474_30
8F6B_F,1,validation_reserve,core,rcsb-mmseqs2-30:4180_30
8FCJ_A,1,train,core,rcsb-mmseqs2-30:28123_30
8FCJ_B,1,train,core,rcsb-mmseqs2-30:28124_30
8FCJ_H,1,train,core,rcsb-mmseqs2-30:32498_30
8FCJ_I,1,train,core,rcsb-mmseqs2-30:17316_30
8FCV_P,1,train,core,rcsb-mmseqs2-30:58837_30
8FCV_T,1,train,core,rcsb-mmseqs2-30:22243_30
8FGW_C,0,val,challenge,rcsb-mmseqs2-30:2498_30
8FLJ_N,1,train,core,rcsb-mmseqs2-30:30572_30
8FS4_A,1,test,core,rcsb-mmseqs2-30:16254_30
8FS6_G,1,test,core,rcsb-mmseqs2-30:14571_30
8FW5_I,0,test,core,rcsb-mmseqs2-30:80153_30
8FW7_D,1,test,core,rcsb-mmseqs2-30:41709_30
8FYB_C,1,train,core,rcsb-mmseqs2-30:6901_30
8FZ5_N,0,train,core,rcsb-mmseqs2-30:962_30
8G0L_B,0,train,core,rcsb-mmseqs2-30:25098_30
8G9U_A,1,test,core,rcsb-mmseqs2-30:13643_30
8GBJ_X,1,test,core,rcsb-mmseqs2-30:11027_30
8GJ0_A,1,test,core,rcsb-mmseqs2-30:5512_30
8GQ6_A,0,val,core,rcsb-mmseqs2-30:10960_30
8GUI_L,1,val,core,rcsb-mmseqs2-30:7644_30
8GY2_C,0,train,core,rcsb-mmseqs2-30:75911_30
8H0L_A,1,train,core,rcsb-mmseqs2-30:198735_30
8H1T_L,1,train,core,rcsb-mmseqs2-30:13480_30
8H24_A,0,train,core,rcsb-mmseqs2-30:42187_30
8H8E_A,0,train,challenge,rcsb-mmseqs2-30:9556_30
8HAG_K,1,train,core,rcsb-mmseqs2-30:3561_30
